TemplateID	LmQuery	Query
4700000101	документ окончание повод получение учеба	Вопрос по поводу получения документов об окончании учебы
4700000101	документ курс можно окончание получать факт	Как можно получить документ по факту окончания курса
4700000101	вопросо документ обучение результат	Вопросо о документе по результатам обучения
4700000101	документ завершать когда мочь несколько обучение ожидать программа	Завершил обучение по нескольким программам, когда могу ожидать документы
4700000101	вы документ должный какой курс не нибудь окончание после разве	После окончания курса вы разве не должны прислать какие нибудь документы
4700000101	быть документ итоговый когда сдавать тест	Когда будут отправлены документы, если итоговые тесты сданы
4700000101	аттестат заканчивать когда обучение получать	закончила обучение, когда получу аттестат
4700000101	аттестат когда прийти	когда придет аттестат
4700000101	документ ждать курсы окончание	жду документ об окончании курсов
4700000101	документ ждать обучение окончание	жду документ об окончании обучения
4700000101	диплом и не получать так я	Я так диплом и не получил
4700000101	диплом и не получать пора сей так я	Диплом я так до сих пор и не получил
4700000101	диплом не получать пора сей	Диплом до сих пор не получила
4700000101	а весь все диплом документ загружать и нет проходить так	Всё прошла, все документы загрузила, а диплома так и нет
4700000101	диплом не пора приходить сей	Диплом до сих пор не пришел
4700000101	диплом документ не обучение пора приходить сей я	Мне до сих пор не пришли документы (диплом) об обучении
4700000101	диплом курсы не приходить пройти я	мне не пришёл диплом пройдены курсах
4700000101	оригинал сертификат я	Мне оригинал сертификата пришлют
4700000101	диплом и когда получать свой сертификат я	Когда я получу свои сертификаты и диплом?
4700000101	где диплом и когда можно обучение посмотреть проходить я	я прошла обучение . подскажите когда и где можно посмотреть диплом
4700000101	где диплом и и можно обучение после прохождение сертификат скачать электронный	Где и как можно скачать электронный сертификат и диплом после прохождения обучения
4700000101	где и курсы получать посмотреть проходить сертификат ссылка	где посмотреть пройденные курсы и ссылки на полученные сертификаты
4700000101	где и курсы мочь получать проходить сертификат я я	Я прошла курсы, где и как я могу получить сертификат
4700000101	где мой обучение проходить сертификат я	я прошла обучение. где мой сертификат
4700000101	где не но обучение он проходить располагать сертификат	прошла обучение, но сертификата не найду. Где он расположен
4700000101	где год можно обучение прошлый сертификат	где можно найти сертификат обучения за прошлый год
4700000101	где мочь сертификат участие я	где я могу найти сертификат участия
4700000101	где и курсы можно посмотреть свой сертификат	Где можно посмотреть свои сертификаты и курсы
4700000101	диплом мой не поступать	Не поступил мой диплом
4700000101	диплом и не получать так	Так диплом и не получил
4700000101	диплом получать	Как получить диплом
4700000101	не получать удостоверение	Удостоверение не получила
4700000101	делать документ нет образование	Нет документов об образовании, что делать
4700000101	диплом не получать	Не получил диплом
4700000101	бумажный диплом получать	Как получить бумажные дипломы
4700000101	завершать курсы не получать удостоверение я	Я не получил удостоверение о завершенных курсах
4700000101	диплом не обучение получать после	Не получил диплом после обучения
4700000101	быть диплом или нет отправлень	Диплом будет отправлени или нет
4700000101	быть диплом не приходить я	мне не пришли дипломы, как быть
4700000101	диплом не обучение после приходить я	мне не пришел диплом после обучения
4700000101	когда можно получать проходить сертификат тест	Как можно получить сертификат, когда прошел тест
4700000101	где сертификат	Где найти сертификат
4700000101	получать сертификат	как получить сертификат
4700000101	где после проходить сертификат тесто	Где найти сертификат после пройденного теста
4700000101	где искать сертификат	не могу найти сертификат, подскажите, где искать
4700000101	где проходить сертификат тест	Прошел тест, где найти сертификат
4700000101	где можно прохождение результат сертификат тест увидеть	где можно увидеть сертификат по результатам прохождения тестов
4700000101	видеть где можно не но проходить распечатывать сертификат тест	Прошла тест, но не вижу где можно распечатать сертификат
4700000101	где который получать ранее свой сертификат	где найти свои сертификаты, которые получены ранее
4700000101	где можно сертификат скачать	где можно скачать сертификат
4700000101	где документ мой находиться обучение сейчас	Где сейчас находятся мои документы по обучению
4700000101	документ когда обучение оригинал прийти	Когда придут оригиналы документов по обучению
4700000101	документ когда обучение оригинал проходить я	Прошел обучение, когда мне пришлют оригиналы документов
4700000101	бумажный диплом обучение получать прошедший экземпляр	Как получить бумажные экземпляры дипломов по прошедшему обучению
4700000101	где документ можно обучение окончание оригинал получать	Оригиналы документов по окончанию обучения где можно получить
4700000101	документ доставлять обучение оригинал подтверждать	Будут ли доставлены оригиналы документов подтверждающих обучение
4700000101	документ какой окончание отправка происходить способ учеба	Каким способом происходит отправка документов об окончании учебы
4700000101	диплом ждать заканчивать когда обучение оригинал	Закончила обучение. Когда ждать оригиналы дипломов
4700000101	где документ и курсы можно окончание распечатывать свой увидеть	где можно увидеть и распечатать свои документы об окончании курсов
4700000101	где кабинет личный мочь сертификат я	где в личном кабинете я могу найти сертификат
4700000101	где зайти кабинет личный распечатывать сертификат станица	Как зайти на станицу в личном кабинете, где распечатать сертификат
4700000101	где кабинет личный сертификат учеба	где найти в личном кабинете сертификат об учебе
4700000101	где кабинет личный сертификат скачать	Где скачать в личном кабинете сертификат
4700000101	диплом обучение получать прошедший	Как получить диплом по прошедшему обучению
4700000101	документ обучение подтверждать получать	Как получить документ подтверждающий обучение
4700000101	документ ждать когда обучение проходить я	Прошел обучение, когда мне ждать документы
4700000101	документ когда обучение получать	Когда получу документы по обучению
4700000101	документ курсы получать	Как получить документы за курсы
4700000101	где документ обучение проходить	Прошел обучение, где документ
4700000101	документ исчезать куда мой обучение прохождение	Куда исчезли мои документы о прохождении обучения
4700000101	вы документ когда обучение	Когда вы отправите документы по обучению
4700000101	быть документ когда обучение прохождение	Когда будут отправлены документы об прохождении обучения
4700000101	документ доставка обучение проходить	Вопрос по доставке документа о прошедшем обучении
4700000101	документ когда курсы получать прохождение	Документы о прохождении курсов когда получу
4700000101	документ обучение оформлять получать проходить	Прошел обучение, как получить оформленный документ
4700000101	документ не обучение почему пройти	Почему еще не прислали документы по пройденному обучению
4700000101	документ курс получать проходить	Прошла курс, как документы получить
4700000101	дальнейший действие диплом и мой обучение получать проходить удостоверение	Обучение прошел, мои дальнейшие действия чтобы получить диплом и удостоверение
4700000101	дальнейший действие документ итоговый мой обучение получать сдавать тест	Итоговый тест сдала, подскажите, мои дальнейшие действия, нужно получить документы об обучении
4700000101	высылать диплом курс окончание я	Мне нужно, чтобы выслали диплом об окончании курса
4700000101	высылать диплом когда	Когда вышлют диплом
4700000101	быть высылать документ когда курсы прохождение	Когда будут высланы документы о прохождении курсов
4700000101	высылать документ не обучение приходить я	Просил выслать мне документы по обучению, не пришли
4700000101	адрес быть высылать когда обучение оригинал проходить я	Я прошла обучение, когда будут высланы оригиналы на адрес
4700000101	высылать диплом заканчивать не но обучение пора сей	Закончил обучение, но диплом до сих пор не выслали
4700000101	вы высылать диплом документ заканчиваться и ли обучение я	У меня закончилось обучение, выслали ли вы диплом и документы
4700000101	где заканчивать обучение отслеживание смотреть трек	Закончила обучение, где смотреть трек отслеживания
4700000102	время даваться сколько тест	Сколько дается времени на тест
4700000102	далеко заканчивать тест	Тесты закончила что дальше
4700000102	заключительный проходить тест	Как пройти заключительный тест
4700000102	время и идти итоговый промежуточный сколько тест тест	Сколько по времени идет тест промежуточный и тест итоговый
4700000102	далеко окончательный сделать тест	Сделала окончательный тест, что дальше?
4700000102	заканчивать зачитывать курс он сдавать тест	Курс закончила, тест сдала, он зачтен?
4700000102	активный дата заканчиваться конечный он после сдача срок тест	Срок сдачи теста заканчивается, будет ли он активен после конечной даты
4700000102	быть не попытка проходить проходить снова тест тест	Не прошла тест. Есть еще попытка пройти тест снова
4700000102	влиять не раздел сдавать тест тест	На что влияет, если в разделе тест- тест не сдала
4700000102	давать не предыдущий проходить сдавать тест урок	Не дает пройти к уроку, хотя предыдущий тест сдан
4700000102	который можно не они пересдавать проходить тест	Тесты, которые не прошла, их можно как то пересдать
4700000102	без возвращаться можно назад повторный пройти прохождение тест урок	Можно возвращаться назад к пройденным урокам, без повторного прохождения теста
4700000102	его заново можно не проходить проходить тест	Не прошла тест, его можно пройти заново
4700000102	и итоговый можно можно проходить раз сколько сколько там тест узнавать	Итоговый тест сколько раз можно проходить и можно узнать сколько там вопросов
4700000102	быть возможность итоговый не первый пересдача раз с сдавать тестирование я я	Если я с первого раза не сдам итоговое тестирование, у меня будет возможность пересдачи
4700000102	и не нельзя они пересдавать проходить сдавать тест	Проходила тесты и не сдала их нельзя пересдавать
4700000102	можно не поздно проходить сдавать тест тест успевать	Не успеваю пройти тест, можно сдать тест позже?
4700000102	быть не сдавать срок тест успевать	Что будет, если не успеть сдать тест в срок?
4700000102	а надо обучение письмо почта программа проходить проходить сыпаться тест	Прошла программы обучения, а на почту сыпятся письма, что надо пройти тесты
4700000102	а весить все надпись он равный с сдавать сдавать тест тест успевать	Тест сдала, а он все равно весит с надписью успейте сдать тест
4700000102	быть вовремя не не сдавать тест успевать успевать	Сдать тест вовремя не успеваю(что будет если не успею)
4700000102	график итоговый оставаться отставать проходить рисковать тест учебный я я	Я рискую отстать от учебного графика. Мне осталось пройти итоговый тест
4700000102	быть зачислять не отставать проходить список теперь тест я я	Я прошла тест, теперь я не буду зачислена в список отстающих?
4700000102	быть во время и можно не не поздно проходить сдавать сдавать соответственно тест тест урок успевать	Не успела пройти урок, соответственно и тест не сдам во время, можно будет сдать тест позже?
4700000102	завтра и месяц не он он продлять сдавать сдавать сегодня смочь смочь тест я	Если я не смогу сдать сегодня тест, то завтра смогу продлить его и сдать его в следующем месяце?
4700000102	зависать заново итоговый надо программа проходить тест тогда я	Программа зависла, мне надо заново проходить тогда итоговый тест
4700000102	без заключительный итоговый мочь промижуточный проходить сразу тест	Могу пройти сразу итоговый заключительный тест без промижуточных
4700000102	галочка итоговый проходить сразу тест я	Как пройти сразу итоговый тест, мне для галочки нужно
4700000102	проходить тест я	Могу ли я ещё пройти тест
4700000102	вовремя итоговый не не проходить проходить смочь тема тест я я	Если я вовремя не прошла темы, то итоговый тест я не смогу пройти
4700000102	итоговый сколько тесто	Сколько вопросов в итоговом тесте
4700000102	быть итоговый попытка сдача сколько тесто	Сколько будет попыток на сдачу итогового теста
4700000102	допускаться неточный ответ сдача сколько тест	Сколько неточных ответов допускается для сдачи теста
4700000102	иметь итоговый несколько попытка тест	Итоговый тест имеет несколько попыток?
4700000102	попытка сдача сколько тест	Сколько попыток на сдачу тестов
4700000102	весь делать заключительный и компьютер отвечать первый переключаться тесто я	Я ответила на все вопросы заключительного теста и компьютер переключился на первый вопрос, что делать
4700000102	время и итоговый попытка сдаваться сколько сколько тест	Итоговый тест сдаётся на время? Сколько попыток? и сколько вопросов?
4700000102	и он попытка прерывать сколько тесто тренировочный	Сколько попыток у тренировочного теста и можно ли его прерывать
4700000102	время ли ограничиваться прохождение тесто	Ограничивается ли время прохождения теста
4700000102	быть попытка сдавать сколько тест	Сколько есть попыток сдать тест
4700000102	даваться итоговый попытка сдача сколько тесто	Для сдачи итогового теста сколько попыток дается
4700000102	возможно и итоговый итоговый попытка проводить сколько тесто тесто тренировка	"Сколько попыток возможно провести по ""Тренировке перед итоговым тестом"" и по ""Итоговому тесту"""
4700000102	время и итоговый какой попытка порядок сдача сколько сколько тесто	Какой порядок сдачи итогового теста (сколько вопросов, на время? и сколько попыток
4700000102	быстро доходить итоговый тесто	Как быстрей дойти до итогового теста?
4700000102	день завтра итоговый ли он последний проходить сдача сегодня смочь тесто я	Сегодня последний день сдачи итогового теста, смогу ли я его пройти завтра
4700000102	можно проходить тест	Можно еще раз пройти тест
4700000102	активный не некоторый почему тест	Почему некоторые тесты не активны
4700000102	делать не сдавать тест успевать	что делать если не успел сдать тест
4700000102	не сдавать тест	Помогите найти не сданные тесты
4700000102	открывать тест	Как открыть тест?
4700000102	который не не обучение проходить сдавать срок тема тест уже указывать успевать этот	Если не успеть сдавать тесты до сроков, которые указаны, эту тему обучения уже не пройти
4700000102	где какой не посмотреть сдавать тест	Где посмотреть какие тесты не сданы
4700000102	весь наверстывать пропускать срок тест я	Пропустила все сроки тестов. Как мне наверстать ?
4700000102	возможность отрицательный пересдача после результат тест	Есть ли возможность пересдачи теста после отрицательного результата
4700000102	дата ничто поздно положенный проходить страшный тест	Прошла тест позже положенной даты, ничего страшного?
4700000102	который пропускать проходить тест	Можно ли пройти тесты, которые пропустил
4700000102	дата курс не сдавать тест указанный	Что если не сдать тест до указанной даты в курсе
4700000102	можно перенести сдача срок тест	Сроки сдачи теста можно перенести?
4700000102	дата мочь не перенести проходить тест успевать я	Не успеваю пройти тест, могу я перенести дату?
4700000103	курс не но почта появляться приглашение принимать электронный	Приглашение в электронной почте приняла, но курс не появился
4700000103	не почта приглашение приходить учеба эл	Приглашение на учебу не приходит на эл.почту
4700000103	доходить не но обучение повторно приглашение я	Приглашение на обучение отправляют повторно ,но до меня не доходят
4700000103	и курсы не организатор поступать приглашение так	Так и не поступило приглашение на курсы от организатора
4700000103	который не несколько обучение приглашение приходить раз я я	Мне не приходит приглашение для обучения, которое мне отправляли несколько раз
4700000103	курсы не письмо приглашение приходить с я	Мне не пришло письмо с приглашением на курсы
4700000103	не обучение приглашение приходить руководитель я	Мне не приходит приглашение на обучение от руководителя
4700000103	завуч курсы курсы мой мочь не приглашение принимать	Не могу принять приглашение на курсы от моего завуча на курсы
4700000103	кабинет курс курс личный нет приглашать прохождение руководитель ссылка я	Меня пригласил по ссылке руководитель для прохождения курсов. В личном кабинете курсов нет
4700000103	а выходить далеко кабинет куда личный обучение ссылка	Прислали ссылки на обучение, выхожу на личный кабинет. А дальше-то куда
4700000103	нерабочий но обучение он проходить работодатель ссылка ссылка я я	Мне нужно пройти обучение от работодателя, он мне прислал ссылку, но ссылка нерабочая
4700000103	а заходить кабинет когда нет обучение приходить программа пусто свой ссылка там	Ссылка пришла, а когда захожу в свой кабинет, то там пусто, нет программ для обучения
4700000103	начальство обучение почта присоединение приходить сообщение	Пришло сообщение от начальства на почту о присоединении к обучению
4700000103	далеко обучение письмо почта приходить с ссылка электронный	На электронную почту пришло письмо с ссылкой на обучение, что дальше
4700000103	далеко обучение письмо почта приглашение приходить руководитель я	Руководитель отправил мне приглашение на обучение. Письмо на почту пришло, что дальше
4700000103	зарегистрироваться мочь начинать не но обучение почта приглашение	Прислали приглашение на почту , зарегистрировалась, но не могу начать обучение
4700000103	далеко мочь не обучение он приглашение проходить работодатель	Работодателем отправлено приглашение на обучение, не могу пройти по нему дальше
4700000103	зайти который мочь назначать не обучение почта ссылка эл я	Мне назначили обучение, не могу зайти по ссылке которую прислали на эл. Почту
4700000103	не но обучение подтверждать почта почта приглашение приходить прохождение смочь я	Мне приходило на почту приглашение на прохождение обучения, но почту не смогли подтвердить.
4700000103	мочь назначать не но обучение проходить сотрудник ссылка я я	Мне как сотруднику назначили обучение, но я не могу пройти по ссылке
4700000103	заказывать мочь не обучение писать презентация проходить ссылка я	Не могу пройти по отправленной мне ссылке для обучения, пишет заказать презентацию
4700000103	быть кабинет курс мочь назначать назначать не но обучение письмо свой ссылка увидеть я я	Мне назначен курс, но ссылки в письме не было, как я в своем кабинете могу увидеть назначенное обучение
4700000103	директор лицо не но обучение он отдельный почему проходить прохождение сотрудник ссылка школа я я	Директор мне присылает ссылку для прохождения обучения, но я почему-то прохожу его как отдельное лицо- не сотрудник школы
4700000103	не обучение письмо почта приглашать приходить проходить я	Не приходят письма на почту. О том что меня приглашают пройти обучение
4700000103	а мочь не обучение переходить почта приглашение ссылка эл я я	Мне прислали приглашение на обучение на эл.почту, а я не могу перейти по ссылке
4700000103	назначать начальник не ничего но обучение получать почта я	Начальник сказал, что назначил обучение, но я не получила на почту ничего
4700000103	кабинет курсы личный назначать нет переход почта приглашение приходить программа проходить ссылка	Пришло приглашение на почту пройти курсы. При переходе по ссылке в личном кабинете назначенных программ нет
4700000103	мочь начальник не но обучение почта приглашать проходить проходить ссылка я я	Меня пригласил начальник пройти обучение, но я не могу пройти по ссылке на почте
4700000103	делать доступ закрывать но оформлять писать подписка приглашение учеба я	"Мне прислали приглашение на учебу, но пишет ""Доступ закрыт. Оформите подписку"". Что делать?"
4700000103	зарегистрироваться и надо обучение приглашение приглашение руководитель с сайт ссылка ссылка	Руководитель прислал ссылки, приглашение на сайт зарегистрироваться надо) и приглашение с ссылкой на обучение
4700000103	главный и курсы он переходить приглашать сайт ссылка страница я я	Меня пригласили на курсы и переходя по ссылке он меня отправляет на главную страницу сайта
4700000103	назначать не ничто обучение обучение отражаться раздел текущий я я	Мне назначили обучение. У меня в разделе текущие обучения ничего не отражается
4700000103	лк назначать не обучение оно отображаться работадатель	Работадатель назначил обучение, оно не отображается в ЛК
4700000103	быть высылать мой не обучение обучение почта приглашение регистрация увидеть электронный этот я	На мою электронную почту было выслано приглашение на обучение, при регистрации этого обучения я не увидела
4700000103	быть видеть не обучение почта приглашение с свой эл я я	Я не вижу свое обучение. Мне было отправлено приглашение с эл. почты
4700000103	грузиться мой не ничто но обучение переход письмо почта приглашение приходить проходить с ссылка электронный	На мою электронную почту пришло письмо с приглашением пройти обучение. Но при переходе по ссылке ничего не грузится.
4700000103	все говорить не письмо почта приходить работодатель эл	Письмо не приходит на эл. почту. работодатель говорит, что все отправлено
4700000103	курсы они почта приглашение приходить прохождение	На почту пришло приглашение о прохождении курсов, как найти их
4700000103	который обучение подключаться почта приглашение я	Как подключиться к обучению по приглашению, которое мне отправили на почту
4700000104	направлять нет письмо повторный приглашение школа	Направила повторное приглашение в школу, письма нет
4700000104	а надпись направлять не новый он он переходить приглашение с ссылка страница там ученик	Помогите с новым учеником, направляю ему приглашение он переходит по ссылке, а там надпись, что страница не найдена
4700000104	курсы не письмо приглашение приходить с ученик	Ученику не пришло письмо с приглашением на курсы
4700000104	курс личный назначать нет но педагог приглашение страница учитель	Учителю отправил приглашение. Но на личной странице педагога назначенного курса нет.
4700000104	давать кабинет курсы личный мочь начинать не не обучение он отражаться ссылка учитель	Учитель не может по ссылке начать обучение, в личном кабинете у него не отражаются данные курсы
4700000104	группа мочь назначать не обучение свой сотрудник	Не могу назначить сотрудникам своей группы обучение
4700000104	е кабинет личный майл мочь назначать не не но обучение приглашение приходить тоже я	Мне назначено обучение, но приглашение не приходит на е-майл. В личном кабинете найти тоже не могу
4700000104	мочь назначать не обучение	Не могу назначить обучение
4700000104	курсы мочь не но он переход письмо почта приглашение приглашение принимать приходить сотрудник ссылка	Отправила сотруднику приглашение на курсы. Ему на почту пришло письмо, но при переходе по ссылке не может принять приглашение.
4700000104	админ выбирать изучение не но она подходить свой сотрудник тема удалять я	Я админ для своих сотрудников, выбрала тему для изучения, но она не подходит. Как удалить
4700000104	видно назначать не обучение он почему я	Мне назначено обучение. Почему его не видно?
4700000104	когда начинать не но обучение она они они переходить получаться почта приглашение ссылка учитель	Отправляю учителям ссылку-приглашение на почту, но когда они переходят по ней, у них не получается начать обучение
4700000104	зарегистрироваться назначать не но обучение обучение он приходить сотрудник ссылка	Назначил обучение сотруднику . Он зарегистрировался, но ссылки на обучение не приходят
4700000104	заходить курсы они приглашение сделать смочь сотрудник спокойно	Отправила приглашение на курсы сотрудникам, что сделать чтобы они смогли спокойно заходить
4700000104	коллега мой не но обучение приглашение приходить ссылка	Отправил приглашение, но моей коллеге не пришла ссылка на обучение
4700000104	а высылать не обучение он появляться приглашение сотрудник	Выслала приглашение на сотруднику, а обучение у него не появилось
4700000104	а выходить выходить добавлять кабинет личный мы не они приглашение принятие регистрация сообщение сотрудник учеба	Добавляем сотрудников на учебу, при принятия приглашении от нас у них не выходит личный кабинет, а выходит сообщение о регистрации
4700000104	грузиться зарегистрироваться который назначать не не обучение обучение он подтверждение почта приходить проходить работник ссылка ссылка я	Работник, которому я назначила обучение, зарегистрировался, ему на почту пришла ссылка подтверждение. Ссылка не проходит, обучение не грузится
4700000104	запрашивать и и логин они они они оно пароль переходить почта приглашение приходить сотрудник ссылка учиться	Сотрудникам отправляю по почте приглашение учится, оно им приходит, они переходят по ссылке и у них запрашивают Логин и Пароль
4700000104	а заходить назначать обучение он пароль почта приходить сотрудник ссылка ссылка там требовать	Сотрудникам назначил обучение, им на почту пришли ссылки, по ссылкам заходят, а там требуют пароль
4700000104	видеть назначать написать наш не не но обучение обучение обучение он он он получать почта приглашение проходить свой свой сотрудник ссылка	Отправила приглашение на обучение нашему сотруднику, он его получил на свою почту, но проходя по ссылке он не видит своего обучения, написано , что обучение не назначено
4700000105	балл начислять не пора проходить сей учеба	Прошла учебу, баллы до сих пор не начислены
4700000105	балл ждать когда нмо обучение проходить	Прошел обучение, когда ждать баллы НМО
4700000106	вариант документ лк можно обучение пройти электронный	Как можно найти в ЛК электронный вариант документа о пройденном обучении
4700000106	вид документ курс окончание после посмотреть сдача тест хотеть электронный	После сдачи тестов, хочу посмотреть документы об окончании курсов в электронном виде
4700000106	видеть диплом и лк не свой сертификат	Не вижу своих сертификатов и дипломов в ЛК
4700000106	вы где документ курс посмотреть пройти	Где посмотреть документ о пройденном у вас курсе?
4700000106	диплом скачать	Как скачать диплом?
4700000106	где диплом документ или можно обучаться обучение прохождение ранее распечатывать я	Ранее обучался. Где мне можно распечатать диплом или документ о прохождении обучения
4700000106	где диплом копия мочь обучение скачать я	Где я могу скачать копию диплома об обучении
4700000106	диплом мой ссылка	Нужна ссылка на мой диплом
4700000107	диплом документ дял загружать и получение почта приходить сертификат сообщение	Пришло сообщение на почту, что нужно загрузить документы дял получения дипломов и сертификатов
4700000107	диплом загружать обязывать получение я	Что я обязан загрузить для получения диплома
4700000107	быть вид диплом достаточно загружать развернутый файл я	я загрузила диплом в развернутом виде, будет достаточно такого файла
4700000107	диплом документ загружать курс личный окончание оформление	Как загрузить личные документы для оформления диплома об окончании курса
4700000107	диплом документ загружать и итоговый проходить прочий тест я я	как мне загрузить диплом и прочие документы. Я прошла итоговый тест
4700000107	где диплом документ загружать мочь оригинал получение я	где я могу загрузить документы для получения оригинала диплома
4700000107	диплом документ документ загружать и мочь не обучение оформление паспорт я	я не могу загрузить документы (Диплом и паспорт) для оформления документов по обучению
4700000107	диплом документ загружать мочь не паспорт свой	Не могу загрузить свои документы(паспорт,диплом)
4700000107	диплом документ загрузка мой не паспорт появляться строка	не появилась строка загрузки моих документов (паспорт, диплом)
4700000107	диплом загружать копия паспорт	Как загрузить копии паспорта, диплома
4700000107	вводить данные диплом документ и куда прочий	Куда вводить данные диплома и прочих документов
4700000107	загружать кабинет куда личный скан	Не могу найти куда загрузить сканы в личном кабинете
4700000107	где диплом договор документ загружать паспорт раздел	не могу найти раздел где нужно загрузить документы : паспорт, диплом, договор
4700000107	где диплом и паспорт прикреплять	где прикрепить паспорт и диплом
4700000107	диплом документ загружать и не паспорт получаться	Не получается загрузить документы ( диплом и паспорт)
4700000107	где диплом загружать и паспорт скан я	где мне загрузить скан паспорта и диплома
4700000107	диплом загружать паспорт получение	как загрузить паспорт, для получения диплома
