templateID1	templateID2	LmQuery1	LmQuery2	score
100000006	100000048	рикитикитави	рикитикитави	1.0000004768371582
100000006	100000060	рикитикитави	рикитикитави	1.0000004768371582
100000006	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000006	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000006	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000014	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000017	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000018	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000023	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000026	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000042	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000048	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000060	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000010	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000017	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000018	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000023	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000026	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000042	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000048	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000060	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000014	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000017	100000018	рикитикитави	рикитикитави	1.0000004768371582
100000017	100000023	рикитикитави	рикитикитави	1.0000004768371582
100000017	100000026	рикитикитави	рикитикитави	1.0000004768371582
100000017	100000042	рикитикитави	рикитикитави	1.0000004768371582
100000017	100000048	рикитикитави	рикитикитави	1.0000004768371582
100000017	100000060	рикитикитави	рикитикитави	1.0000004768371582
100000017	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000017	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000017	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000018	100000023	рикитикитави	рикитикитави	1.0000004768371582
100000018	100000026	рикитикитави	рикитикитави	1.0000004768371582
100000018	100000042	рикитикитави	рикитикитави	1.0000004768371582
100000018	100000048	рикитикитави	рикитикитави	1.0000004768371582
100000018	100000060	рикитикитави	рикитикитави	1.0000004768371582
100000018	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000018	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000018	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000023	100000026	рикитикитави	рикитикитави	1.0000004768371582
100000023	100000042	рикитикитави	рикитикитави	1.0000004768371582
100000023	100000048	рикитикитави	рикитикитави	1.0000004768371582
100000023	100000060	рикитикитави	рикитикитави	1.0000004768371582
100000023	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000023	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000023	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000026	100000042	рикитикитави	рикитикитави	1.0000004768371582
100000026	100000048	рикитикитави	рикитикитави	1.0000004768371582
100000026	100000060	рикитикитави	рикитикитави	1.0000004768371582
100000026	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000026	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000026	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000042	100000048	рикитикитави	рикитикитави	1.0000004768371582
100000042	100000060	рикитикитави	рикитикитави	1.0000004768371582
100000042	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000042	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000042	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000048	100000060	рикитикитави	рикитикитави	1.0000004768371582
100000048	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000048	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000048	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000060	100000093	рикитикитави	рикитикитави	1.0000004768371582
100000060	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000060	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000078	100000103	енп	енп	1.0000004768371582
100000093	100000112	рикитикитави	рикитикитави	1.0000004768371582
100000093	100000115	рикитикитави	рикитикитави	1.0000004768371582
100000112	100000115	рикитикитави	рикитикитави	1.0000004768371582
416039	429671	контрагент проверка	контрагент проверка	1.0000003576278687
417333	417337	25 аренда земля учет фсба	25 аренда земля учет фсба	1.0000003576278687
424818	527206	бухгалтерский исправлять отчетность ошибка	бухгалтерский исправлять отчетность ошибка	1.0000003576278687
455419	100000085	усна	усна	1.0000003576278687
457900	507491	директор договор продление трудовой	директор договор продление трудовой	1.0000003576278687
466093	490628	2 3 кс кс срок счет фактура хранение	2 3 кс кс срок счет фактура хранение	1.0000003576278687
486895	514153	выдавать доверенность и составлять	выдавать доверенность и составлять	1.0000003576278687
517654	500256	ипать ндфл осно уплата	ипать ндфл осно уплата	1.0000003576278687
509366	580992	акт запрашивать налоговый с сверка	акт запрашивать налоговый с сверка	1.0000003576278687
541507	554951	пожар ущерб	пожар ущерб	1.0000003576278687
540745	547836	график он отгуливать отпуск отпуск сколько ставить уже часть человек	график он отгуливать отпуск отпуск сколько ставить уже часть человек	1.0000003576278687
555950	578370	подпись электронный	подпись электронный	1.0000003576278687
569223	569567	2023 год контролировать отчитываться сделка	2023 год контролировать отчитываться сделка	1.0000003576278687
583676	583686	оквэд подтверждение справка	оквэд подтверждение справка	1.0000003576278687
100000001	100000020	рикитикитави	рикитикитави	1.0000003576278687
100000001	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000002	100000020	рикитикитави	рикитикитави	1.0000003576278687
100000002	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000003	100000020	рикитикитави	рикитикитави	1.0000003576278687
100000003	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000004	100000020	рикитикитави	рикитикитави	1.0000003576278687
100000004	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000006	100000020	рикитикитави	рикитикитави	1.0000003576278687
100000006	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000010	100000020	рикитикитави	рикитикитави	1.0000003576278687
100000010	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000014	100000020	рикитикитави	рикитикитави	1.0000003576278687
100000014	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000017	100000020	рикитикитави	рикитикитави	1.0000003576278687
100000017	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000018	100000020	рикитикитави	рикитикитави	1.0000003576278687
100000018	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000020	100000021	рикитикитави	рикитикитави	1.0000003576278687
100000020	100000023	рикитикитави	рикитикитави	1.0000003576278687
100000020	100000026	рикитикитави	рикитикитави	1.0000003576278687
100000020	100000042	рикитикитави	рикитикитави	1.0000003576278687
100000020	100000048	рикитикитави	рикитикитави	1.0000003576278687
100000020	100000060	рикитикитави	рикитикитави	1.0000003576278687
100000020	100000093	рикитикитави	рикитикитави	1.0000003576278687
100000020	100000112	рикитикитави	рикитикитави	1.0000003576278687
100000020	100000115	рикитикитави	рикитикитави	1.0000003576278687
100000021	100000023	рикитикитави	рикитикитави	1.0000003576278687
100000021	100000026	рикитикитави	рикитикитави	1.0000003576278687
100000021	100000042	рикитикитави	рикитикитави	1.0000003576278687
100000021	100000048	рикитикитави	рикитикитави	1.0000003576278687
100000021	100000060	рикитикитави	рикитикитави	1.0000003576278687
100000021	100000093	рикитикитави	рикитикитави	1.0000003576278687
100000021	100000112	рикитикитави	рикитикитави	1.0000003576278687
100000021	100000115	рикитикитави	рикитикитави	1.0000003576278687
570340	570343	взнос зачет ипать подавать страховой счет уведомление усна	взнос зачет ипать подавать страховой счет уведомление усна	1.000000238418579
427150	532417	ипать касса лимит приказ	ипать касса лимит приказ	1.000000238418579
451309	451310	авансовый возврат договор платеж поставка расторжение	авансовый возврат договор платеж поставка расторжение	1.000000238418579
454660	455465	без ипать печать поставщик работать уведомлять	без ипать печать поставщик работать уведомлять	1.000000238418579
503178	503175	доход льгота налог профессиональный самозанимать ставка	доход льгота налог профессиональный самозанимать ставка	1.000000238418579
489397	539650	2023 год изменение политика приказ учетный	2023 год изменение политика приказ учетный	1.000000238418579
490558	490557	3 заполнение кс правило форма	3 заполнение кс правило форма	1.000000238418579
490333	578848	мобилизация сзв сотрудник тд	мобилизация сзв сотрудник тд	1.000000238418579
491355	504984	договор пожертвование	договор пожертвование	1.000000238418579
499816	499832	выращивание есхн рыба сельхозпроизводитель услуга учет	выращивание есхн рыба сельхозпроизводитель услуга учет	1.000000238418579
506199	512827	арендный мобилизация откладывать платеж рамка частичный	арендный мобилизация откладывать платеж рамка частичный	1.000000238418579
506200	512828	аренда договор мобилизация расторгать	аренда договор мобилизация расторгать	1.000000238418579
506204	512832	ипать мобилизованный патент продление	ипать мобилизованный патент продление	1.000000238418579
524834	571784	гчп имущество налог объект	гчп имущество налог объект	1.000000238418579
524842	544026	воздействие декларация негативный окружающий плата среда	воздействие декларация негативный окружающий плата среда	1.000000238418579
530939	532443	автомобиль лизинг приобретать	автомобиль лизинг приобретать	1.000000238418579
540726	547817	2021 2023 4 7 май май отпуск с	2021 2023 4 7 май май отпуск с	1.000000238418579
540748	547839	график малый отпуск предприятие составлять	график малый отпуск предприятие составлять	1.000000238418579
543291	543292	б ос покупка физлицо	б ос покупка физлицо	1.000000238418579
543291	543290	б ос покупка физлицо	б ос покупка физлицо	1.000000238418579
543534	543525	бухгалтерский отчетность промежуточный состав	бухгалтерский отчетность промежуточный состав	1.000000238418579
550424	576081	вычет договор ндфл подряд ребенок	вычет договор ндфл подряд ребенок	1.000000238418579
554254	554259	налоговый основной передавать средство учет хранение	налоговый основной передавать средство учет хранение	1.000000238418579
557703	557706	безработица выдавать должный какой пособие работодатель случай справка	безработица выдавать должный какой пособие работодатель случай справка	1.000000238418579
557342	557344	долг проверять прощение соглашение	долг проверять прощение соглашение	1.000000238418579
570127	582917	01 01 2023 мрот с	01 01 2023 мрот с	1.000000238418579
572140	572137	2022 изменение пвтр	2022 изменение пвтр	1.000000238418579
579999	580000	ипать налог недвижимость продажа	ипать налог недвижимость продажа	1.000000238418579
585281	508272	01 6 пбу	01 6 пбу	1.000000238418579
590792	590799	долг методика признание резерв сомнительный	долг методика признание резерв сомнительный	1.000000238418579
590243	590232	безнадежный дебиторский задолженность	безнадежный дебиторский задолженность	1.000000238418579
100000084	100000086	бухгалтерия комплект регламент	бухгалтерия комплект регламент	1.000000238418579
398227	398226	какой он перевод порядок прием сотрудник срок увольнять	какой он перевод порядок прием сотрудник срок увольнять	1.0000001192092896
411263	100000064	2022 бухгалтер календарь	2022 бухгалтер календарь	1.0000001192092896
416039	494338	инн контрагент проверка	инн контрагент проверка	1.0000001192092896
425129	462020	микротравма памятка	микротравма памятка	1.0000001192092896
429672	482394	документ должный осмотрительность	документ должный осмотрительность	1.0000001192092896
436069	535772	директор должностной жкх инструкция муп	директор должностной жкх инструкция муп	1.0000001192092896
436069	535772	бухгалтер должностной инструкция первичок	бухгалтер должностной инструкция первичок	1.0000001192092896
467491	100000084	бухгалтерия регламент	бухгалтерия регламент	1.0000001192092896
466511	100000079	налог снижать	налог снижать	1.0000001192092896
482605	515317	билет вход выставка организация продажа	билет вход выставка организация продажа	1.0000001192092896
500310	553862	аренда обеспечительный платеж	аренда обеспечительный платеж	1.0000001192092896
500724	500727	единица курсовой пр разница расчет условный	единица курсовой пр разница расчет условный	1.0000001192092896
506197	512825	какой мобилизация отменять проверка с связь	какой мобилизация отменять проверка с связь	1.0000001192092896
506199	512827	арендный мобилизация отсрочка платеж	арендный мобилизация отсрочка платеж	1.0000001192092896
506202	512830	мобилизация снижение сотрудник численность	мобилизация снижение сотрудник численность	1.0000001192092896
506203	512831	аттестация мобилизация сотрудник	аттестация мобилизация сотрудник	1.0000001192092896
509368	581000	акт ифнс оформлять разногласие с сверка	акт ифнс оформлять разногласие с сверка	1.0000001192092896
524834	571784	имущество налог налогообложение объект	имущество налог налогообложение объект	1.0000001192092896
528980	563603	рсв уточненка штраф	рсв уточненка штраф	1.0000001192092896
530939	543000	лизинг машина покупка	лизинг машина покупка	1.0000001192092896
537780	537231	справедливый стоимость	справедливый стоимость	1.0000001192092896
537780	538094	справедливый стоимость	справедливый стоимость	1.0000001192092896
540733	547823	мобилизованный отпуск работник	мобилизованный отпуск работник	1.0000001192092896
540735	547825	декрет когда отпуск полагаться после	декрет когда отпуск полагаться после	1.0000001192092896
543292	543290	б ос покупка физлицо	б ос покупка физлицо	1.0000001192092896
543924	578416	12 346 право усна утрата	12 346 право усна утрата	1.0000001192092896
547159	547155	нзс нзс обесценение проводка списание счет	нзс нзс обесценение проводка списание счет	1.0000001192092896
570338	570324	ндфл сформировывать уведомление	ндфл сформировывать уведомление	1.0000001192092896
574221	574222	безвозмездный возвратный основа оставаться отходы подрядчик	безвозмездный возвратный основа оставаться отходы подрядчик	1.0000001192092896
576056	576071	2024 доход минус политика расход усна учетный	2024 доход минус политика расход усна учетный	1.0000001192092896
578450	100000052	налог транспортный	налог транспортный	1.0000001192092896
579212	579215	капитал уменьшение уставной форма	капитал уменьшение уставной форма	1.0000001192092896
579188	579184	будущий период прекращать расход списание	будущий период прекращать расход списание	1.0000001192092896
581004	581008	модернизация нма учет	модернизация нма учет	1.0000001192092896
588854	578736	вклад имущество налогообложение нма	вклад имущество налогообложение нма	1.0000001192092896
589600	574701	данные персональный утечка штраф	данные персональный утечка штраф	1.0000001192092896
590818	590808	контрольный новый рсв соотношение	контрольный новый рсв соотношение	1.0000001192092896
590236	590233	безнадежный дебиторский задолженность усна	безнадежный дебиторский задолженность усна	1.0000001192092896
590900	591134	дата знак какой принимать товарный учет	дата знак какой принимать товарный учет	1.0000001192092896
592618	592620	6 заполнение ндфл обособленный подразделение	6 заполнение ндфл обособленный подразделение	1.0000001192092896
564933	564934	2022 запас нужда политика управленческий учет учетный	2022 запас нужда политика управленческий учет учетный	1.0000001192092896
410102	578625	вычет ндс сырьевой товар	вычет ндс сырьевой товар	1.0
572674	572672	бухгалтерский льгота ндс общепит применение справка условие	бухгалтерский льгота ндс общепит применение справка условие	1.0
430864	571516	подпись приказ счет фактура	подпись приказ счет фактура	1.0
436069	535772	должностной доставка инструкция менеджер	должностной доставка инструкция менеджер	1.0
466511	466510	налог пять схема уход	налог пять схема уход	1.0
476596	571720	акт обязательный оказывать подпись реквизит услуга	акт обязательный оказывать подпись реквизит услуга	1.0
486553	525133	инвентаризация касса проводить	инвентаризация касса проводить	1.0
489685	490217	директор договор оригинал подписывать смениться	директор договор оригинал подписывать смениться	1.0
496664	496670	арендовать дом ндс ремонт	арендовать дом ндс ремонт	1.0
500728	500729	texts	texts	1.0
500728	500730	texts	texts	1.0
500728	500731	texts	texts	1.0
500728	500724	texts	texts	1.0
500728	500727	texts	texts	1.0
500729	500730	texts	texts	1.0
500729	500731	texts	texts	1.0
500729	500724	texts	texts	1.0
500729	500727	texts	texts	1.0
500730	500731	texts	texts	1.0
500730	500724	texts	texts	1.0
500730	500727	texts	texts	1.0
500731	500724	texts	texts	1.0
500731	500727	texts	texts	1.0
500724	500727	texts	texts	1.0
502175	573611	адрес псн смена	адрес псн смена	1.0
503173	503185	доход и ипать налог платить профессиональный самозанимать	доход и ипать налог платить профессиональный самозанимать	1.0
506202	512830	лицензия снижение численность штраф	лицензия снижение численность штраф	1.0
506203	512831	мобилизация продление разрешение сотрудник	мобилизация продление разрешение сотрудник	1.0
508257	508261	расход реклама сеть социальный учитывать	расход реклама сеть социальный учитывать	1.0
509366	580981	акт запрос ифнс налог сверка	акт запрос ифнс налог сверка	1.0
509368	581000	акт идти какой налоговый не отрегулировать проводка с сверка	акт идти какой налоговый не отрегулировать проводка с сверка	1.0
530939	530467	автомобиль лизинг	автомобиль лизинг	1.0
540732	570412	график каждый компания ли обязательно отпуск составлять	график каждый компания ли обязательно отпуск составлять	1.0
541754	544026	декларация нвос плата	декларация нвос плата	1.0
555980	555975	доверенность машиночитаемый отзыв	доверенность машиночитаемый отзыв	1.0
557766	557703	безработица заработок определение пособие размер справка средний	безработица заработок определение пособие размер справка средний	1.0
569373	100000041	3ндфл	3ндфл	1.0
569962	569963	возражение исчисление налог сообщение транспортный	возражение исчисление налог сообщение транспортный	1.0
578581	578589	декларация заполнять неподтвержденный экспорт	декларация заполнять неподтвержденный экспорт	1.0
582473	582508	запрос котировка проведение срок	запрос котировка проведение срок	1.0
584760	100000011	инспекция налоговый пояснение составлять	инспекция налоговый пояснение составлять	1.0
590792	590799	долг резерв сомнительный счет учет	долг резерв сомнительный счет учет	1.0
590792	590799	долг переход резерв сомнительный усна	долг переход резерв сомнительный усна	1.0
590900	591134	знак поставлять товарный учет	знак поставлять товарный учет	1.0
10136	14067	аренда выкуп договор имущество недвижимый последующий с	аренда выкуп договор имущество недвижимый последующий с	0.9999999403953552
436069	535772	бухгалтер гтд должностной инструкция ндс	бухгалтер гтд должностной инструкция ндс	0.9999999403953552
436069	535772	водитель должностной инструкция манипулятор	водитель должностной инструкция манипулятор	0.9999999403953552
438790	438784	лизинг передача	лизинг передача	0.9999999403953552
577298	577300	15 доход ндфл определяться пример совокупный	15 доход ндфл определяться пример совокупный	0.9999999403953552
464097	581083	оплата сбор срок торговый	оплата сбор срок торговый	0.9999999403953552
489263	550049	алименты денежный сумма твердый	алименты денежный сумма твердый	0.9999999403953552
506200	512828	аренда договор мобилизация расторжение с связь срочный	аренда договор мобилизация расторжение с связь срочный	0.9999999403953552
517016	517023	больничный наступление отпуск отпуск перенос с связь	больничный наступление отпуск отпуск перенос с связь	0.9999999403953552
537231	538094	справедливый стоимость	справедливый стоимость	0.9999999403953552
554277	554264	акт безвозмездный передача прием хранение	акт безвозмездный передача прием хранение	0.9999999403953552
556815	100000070	видеоинструкция действие и образец отпуск справочник схема	видеоинструкция действие и образец отпуск справочник схема	0.9999999403953552
565221	565469	отпуск отражать расход учебный	отпуск отражать расход учебный	0.9999999403953552
568183	100000047	главное ноябрь	главное ноябрь	0.9999999403953552
592618	592619	6 куда ндфл обособленный подразделение сдавать	6 куда ндфл обособленный подразделение сдавать	0.9999999403953552
592581	592586	договор отсутствие трудовой	договор отсутствие трудовой	0.9999999403953552
415662	415655	автомобиль ведомость дефектный ремонт	автомобиль ведомость дефектный ремонт	0.9999998807907104
425045	425096	микротравма рф тк	микротравма рф тк	0.9999998807907104
431682	508156	директор кто подписывать приказ увольнение	директор кто подписывать приказ увольнение	0.9999998807907104
449726	519312	доверенность интерес мировой представление судья	доверенность интерес мировой представление судья	0.9999998807907104
466011	565073	2 3 кс кс кто подписывать	2 3 кс кс кто подписывать	0.9999998807907104
482867	485418	вредность и молоко	вредность и молоко	0.9999998807907104
500732	500728	texts	texts	0.9999998807907104
500732	500729	texts	texts	0.9999998807907104
500732	500730	texts	texts	0.9999998807907104
500732	500731	texts	texts	0.9999998807907104
500732	500724	texts	texts	0.9999998807907104
500732	500727	texts	texts	0.9999998807907104
506462	572301	налоговый режим	налоговый режим	0.9999998807907104
515763	519849	крупный сделка согласование	крупный сделка согласование	0.9999998807907104
536436	536288	вентиляция отражать расход система усна установка	вентиляция отражать расход система усна установка	0.9999998807907104
536813	550039	алименты взыскание приказ судебный	алименты взыскание приказ судебный	0.9999998807907104
540725	547816	больничный отпуск приказ продление с связь	больничный отпуск приказ продление с связь	0.9999998807907104
540726	547817	14 менее несоблюдение один ответственность отпуск продолжительность часть	14 менее несоблюдение один ответственность отпуск продолжительность часть	0.9999998807907104
547105	547009	вести главный книга	вести главный книга	0.9999998807907104
565073	466061	2 3 документ и кс кс обязательный первичный реквизит форма	2 3 документ и кс кс обязательный первичный реквизит форма	0.9999998807907104
